0000000001_0300000050_General/0000000001.wav|Having complete focus on a recipe, and not allowing yourself to be distracted by your thoughts, can have a therapeutic effect.
0000000001_0300000050_General/0000000002.wav|Baking is very good for focusing the mind because it often relies on very exact measurements.
0000000001_0300000050_General/0000000003.wav|But we can eat in the summer on the balcony and in the winter in the living room.
0000000001_0300000050_General/0000000004.wav|I got the habit of visiting the church cemetery from my father, and of reading the newspaper, too.
0000000001_0300000050_General/0000000005.wav|The monkey climbed up the tree and looked down at the river and the lake everyday.
0000000001_0300000050_General/0000000006.wav|And after that, the monkey climbed down from the tree and went to the riverside.
0000000001_0300000050_General/0000000007.wav|You say that you are rich and then you say that you do not want to draw the attention to yourself.
0000000001_0300000050_General/0000000008.wav|This blueberry coffee cake is my go-to recipe for all of our holiday get-togethers, because it's perfect for breakfast or dessert.
0000000001_0300000050_General/0000000009.wav|While the oil heats, dredge the chops in the flour, batting off any extra, then in the egg, then in the bread crumbs.
0000000001_0300000050_General/0000000010.wav|I'm telling you, the charming, graceful sick person is just a myth, an urban legend.
0000000001_0300000050_General/0000000011.wav|This was matched by a dive downward by bassoons, bass clarinet, trombones and bass tuba.
0000000001_0300000050_General/0000000012.wav|They helped finish off his birthday cake, while his other family enjoyed a cake too.
0000000001_0300000050_General/0000000013.wav|The development is set to transform an old industrial site into an interconnected smart city.
0000000001_0300000050_General/0000000014.wav|Reasonably priced salads, crepes, fresh fish and a large selection of ice cream are served.
0000000001_0300000050_General/0000000015.wav|The two reservoirs fed by the Colorado River watershed, provide a critical supply of drinking water and irrigation for many across the region, including rural farms, ranches and native communities.
0000000001_0300000050_General/0000000016.wav|Okay, but I want the furniture in the living room to be yellow and dark blue.
0000000001_0300000050_General/0000000017.wav|A teacher decided to honor each of her students in high school by telling them the difference they each made.
0000000001_0300000050_General/0000000018.wav|First, she told each of them how they had made a difference to her and the class.
0000000001_0300000050_General/0000000019.wav|He would rather to sit and read the paper and drink a cup of coffee.
0000000001_0300000050_General/0000000020.wav|Afterwards, the teacher decided to do a class project to see what kind of impact the recognition would have on a community.
0000000001_0300000050_General/0000000021.wav|He was just a guy who saw a dirty girl on the street who needed to eat.
0000000001_0300000050_General/0000000022.wav|Last Thursday, wildlife care specialists noticed the snow leopard had a cough and nasal discharge, the zoo said in new release.
0000000001_0300000050_General/0000000023.wav|I decided on my light jacket, pulled it on, and leashed up my bigger dog, Fluffy, to walk first.
0000000001_0300000050_General/0000000024.wav|The snow leopard appears to be doing well and is showing no addition symptoms, the zoo said.
0000000001_0300000050_General/0000000025.wav|She wishes she can run into the "business man" who bought her lunches, and say something.
0000000001_0300000050_General/0000000026.wav|You only think about the earth, but you should also consider the sky and the sea.
0000000001_0300000050_General/0000000027.wav|It is the water that is the basis of life and drawn up by the clouds from the deep sea.
0000000001_0300000050_General/0000000028.wav|Every week my father would call the boy and get a "generic" answering-machine message.
0000000001_0300000050_General/0000000029.wav|It is so nice that every time you look at a sunflower, the whole world starts to smile.
0000000001_0300000050_General/0000000030.wav|I may be scarce, but I am precious for I serve the needs of human life.
0000000001_0300000050_General/0000000031.wav|Red is the color of passion and of love, the red rose, the poinsettia and the poppy.
0000000001_0300000050_General/0000000032.wav|When they had all gone and come back, he called them together to describe what they had seen.
0000000001_0300000050_General/0000000033.wav|People love it, as it was laden with blossoms that smelled so sweet and looked so beautiful.
0000000001_0300000050_General/0000000034.wav|I truly witnessed a love that brought me to tears when I got home from work last night.
